,RAh,RAm,RAs,DECsign,DECd,DECm,DECs,Catalog,Type,RA/deg,DEC/deg,Divergence,Original
2942,12.0,15.0,55.6,+,34.0,48.0,15.1,CoNFIG,COMPACT,183.98166666666663,34.80419444444444,['COMPACT'],COMPACT
2958,12.0,44.0,49.18,+,40.0,48.0,6.5,CoNFIG,COMPACT,191.20491666666663,40.80180555555555,['COMPACT'],COMPACT
2960,12.0,52.0,26.33,+,56.0,34.0,19.7,CoNFIG,COMPACT,193.1097083333333,56.572138888888894,['COMPACT'],COMPACT
2971,13.0,13.0,37.88,+,54.0,58.0,24.3,CoNFIG,COMPACT,198.4078333333333,54.973416666666665,['COMPACT'],COMPACT
2979,13.0,26.0,16.51,+,31.0,54.0,9.7,CoNFIG,COMPACT,201.56879166666664,31.90269444444444,['COMPACT'],COMPACT
2981,13.0,30.0,37.69,+,25.0,9.0,11.0,CoNFIG,COMPACT,202.65704166666663,25.15305555555556,['COMPACT'],COMPACT
2985,13.0,38.0,49.67,+,38.0,51.0,11.1,CoNFIG,FRI,204.7069583333333,38.85308333333334,['FRI'],FRI
2986,13.0,42.0,13.13,+,60.0,21.0,42.3,CoNFIG,FRII,205.55470833333328,60.36175,['FRII'],FRII
2996,14.0,0.0,28.65,+,62.0,10.0,38.6,CoNFIG,COMPACT,210.119375,62.177388888888885,['COMPACT'],COMPACT
3000,14.0,16.0,4.18,+,34.0,44.0,36.5,CoNFIG,COMPACT,214.01741666666663,34.74347222222222,['COMPACT'],COMPACT
3012,14.0,43.0,1.45,+,52.0,1.0,38.2,CoNFIG,FRII,220.75604166666665,52.027277777777776,['FRII'],FRII
3017,15.0,4.0,9.27,+,60.0,0.0,55.5,CoNFIG,COMPACT,226.038625,60.01541666666667,['COMPACT'],COMPACT
3018,15.0,4.0,19.5,+,28.0,35.0,34.3,CoNFIG,FRI,226.08125,28.59286111111111,['FRI'],FRI
3046,15.0,56.0,36.35,+,42.0,57.0,9.6,CoNFIG,FRII,239.15145833333327,42.95266666666667,['FRII'],FRII
3053,16.0,13.0,41.08,+,34.0,12.0,47.7,CoNFIG,COMPACT,243.42116666666664,34.21325,['COMPACT'],COMPACT
3067,16.0,35.0,15.51,+,38.0,8.0,4.8,CoNFIG,COMPACT,248.814625,38.13466666666667,['COMPACT'],COMPACT
3069,16.0,38.0,28.22,+,62.0,34.0,43.9,CoNFIG,COMPACT,249.61758333333327,62.57886111111112,['COMPACT'],COMPACT
3070,16.0,42.0,58.77,+,39.0,48.0,37.0,CoNFIG,COMPACT,250.74487499999992,39.81027777777778,['COMPACT'],COMPACT
3077,17.0,4.0,43.03,+,60.0,44.0,49.6,CoNFIG,FRII,256.17929166666664,60.74711111111111,['FRII'],FRII
3088,7.0,44.0,17.5,+,37.0,53.0,16.9,CoNFIG,COMPACT,116.07291666666666,37.88802777777778,['COMPACT'],COMPACT
3095,9.0,35.0,6.62,+,39.0,42.0,7.6,CoNFIG,FRII,143.77758333333333,39.70211111111112,['FRII'],FRII
3105,9.0,58.0,20.92,+,32.0,24.0,1.6,CoNFIG,COMPACT,149.58716666666666,32.400444444444446,['COMPACT'],COMPACT
3122,10.0,22.0,30.31,+,30.0,41.0,5.8,CoNFIG,COMPACT,155.62629166666665,30.684944444444444,['COMPACT'],COMPACT
3133,10.0,42.0,36.53,+,29.0,49.0,45.6,CoNFIG,COMPACT,160.6522083333333,29.82933333333333,['COMPACT'],COMPACT
3148,11.0,9.0,28.86,+,37.0,44.0,31.4,CoNFIG,COMPACT,167.37024999999997,37.74205555555556,['COMPACT'],COMPACT
3162,11.0,33.0,9.56,+,33.0,43.0,12.6,CoNFIG,FRII,173.28983333333332,33.72016666666667,['FRII'],FRII
3164,11.0,34.0,54.61,+,30.0,5.0,25.2,CoNFIG,FRII,173.72754166666664,30.090333333333334,['FRII'],FRII
3177,11.0,53.0,54.65,+,40.0,36.0,52.9,CoNFIG,COMPACT,178.4777083333333,40.614694444444446,['COMPACT'],COMPACT
3182,12.0,0.0,31.19,+,45.0,48.0,43.2,CoNFIG,COMPACT,180.1299583333333,45.812,['COMPACT'],COMPACT
3184,12.0,2.0,4.19,+,58.0,2.0,1.9,CoNFIG,FRI,180.5174583333333,58.03386111111111,['FRI'],FRI
3203,12.0,39.0,9.05,+,32.0,30.0,27.3,CoNFIG,FRII,189.7877083333333,32.507583333333336,['FRII'],FRII
3205,12.0,47.0,7.4,+,49.0,0.0,18.2,CoNFIG,COMPACT,191.7808333333333,49.00505555555556,['COMPACT'],COMPACT
3211,12.0,58.0,1.96,+,44.0,35.0,20.6,CoNFIG,FRII,194.50816666666665,44.58905555555556,['FRII'],FRII
3212,13.0,2.0,28.56,+,58.0,18.0,46.9,CoNFIG,COMPACT,195.619,58.313027777777776,['COMPACT'],COMPACT
3244,14.0,46.0,43.33,+,27.0,57.0,0.7,CoNFIG,COMPACT,221.68054166666667,27.950194444444445,['COMPACT'],COMPACT
3261,14.0,52.0,34.57,+,29.0,48.0,20.5,CoNFIG,COMPACT,223.14404166666665,29.805694444444445,['COMPACT'],COMPACT
3271,14.0,54.0,32.3,+,29.0,55.0,58.5,CoNFIG,COMPACT,223.63458333333327,29.932916666666667,['COMPACT'],COMPACT
3314,15.0,4.0,26.71,+,28.0,54.0,30.6,CoNFIG,COMPACT,226.11129166666663,28.9085,['COMPACT'],COMPACT
3324,15.0,8.0,48.64,+,28.0,50.0,9.5,CoNFIG,COMPACT,227.20266666666663,28.83597222222222,['COMPACT'],COMPACT
3326,15.0,9.0,4.8,+,28.0,39.0,26.7,CoNFIG,COMPACT,227.27,28.657416666666663,['COMPACT'],COMPACT
3342,15.0,11.0,31.6,+,28.0,22.0,41.4,CoNFIG,FRII,227.88166666666663,28.37816666666667,['FRII'],FRII
3386,15.0,24.0,5.26,+,29.0,0.0,23.6,CoNFIG,COMPACT,231.02191666666664,29.00655555555556,['COMPACT'],COMPACT
3681,8.0,31.0,58.490000000011264,+,56.0,20.0,52.300000000013824,FR0CAT,COMPACT,127.99370833333336,56.34786111111112,['COMPACT'],COMPACT
3683,8.0,41.0,2.730000000001951,+,59.0,56.0,10.499999999978511,FR0CAT,COMPACT,130.261375,59.93625,['COMPACT'],COMPACT
3685,9.0,6.0,52.78999999999684,+,41.0,24.0,29.69999999998322,FR0CAT,COMPACT,136.7199583333333,41.40825,['COMPACT'],COMPACT
3698,10.0,24.0,3.280000000009977,+,42.0,6.0,29.80000000000529,FR0CAT,COMPACT,156.0136666666667,42.10827777777778,['COMPACT'],COMPACT
3701,10.0,37.0,19.329999999999643,+,43.0,35.0,15.300000000004845,FR0CAT,COMPACT,159.33054166666665,43.587583333333335,['COMPACT'],COMPACT
3704,10.0,44.0,3.68000000000194,+,43.0,54.0,11.99999999998397,FR0CAT,COMPACT,161.01533333333333,43.90333333333333,['COMPACT'],COMPACT
3710,11.0,17.0,0.09999999999863,+,32.0,35.0,50.900000000001455,FR0CAT,COMPACT,169.25041666666664,32.59747222222222,['COMPACT'],COMPACT
3712,11.0,20.0,39.95000000000246,+,50.0,49.0,38.2000000000096,FR0CAT,FRII,170.1664583333333,50.82727777777778,"['COMPACT', 'COMPACT', 'COMPACT', 'FRI']",COMPACT
3713,11.0,22.0,56.470000000004745,+,34.0,6.0,41.30000000001189,FR0CAT,COMPACT,170.73529166666663,34.111472222222226,['COMPACT'],COMPACT
3714,11.0,26.0,25.190000000003607,+,52.0,5.0,3.50000000001387,FR0CAT,COMPACT,171.60495833333331,52.08430555555556,['COMPACT'],COMPACT
3717,11.0,34.0,49.29000000000471,+,49.0,4.0,39.40000000002385,FR0CAT,COMPACT,173.705375,49.07761111111112,['COMPACT'],COMPACT
3721,11.0,48.0,4.6000000000039165,+,37.0,26.0,37.99999999998761,FR0CAT,COMPACT,177.01916666666665,37.443888888888885,['COMPACT'],COMPACT
3722,11.0,55.0,31.39000000000607,+,54.0,52.0,0.3999999999979309,FR0CAT,COMPACT,178.88079166666668,54.86677777777778,['COMPACT'],COMPACT
3724,12.0,6.0,7.810000000004322,+,40.0,9.0,2.59999999999593,FR0CAT,COMPACT,181.53254166666667,40.15072222222222,['COMPACT'],COMPACT
3725,12.0,13.0,29.27000000000433,+,50.0,44.0,29.400000000007367,FR0CAT,COMPACT,183.3719583333333,50.7415,['COMPACT'],COMPACT
3726,12.0,19.0,51.64999999999779,+,28.0,25.0,21.30000000000792,FR0CAT,COMPACT,184.9652083333333,28.422583333333336,['COMPACT'],COMPACT
3728,12.0,30.0,11.850000000003291,+,47.0,0.0,22.70000000000323,FR0CAT,COMPACT,187.549375,47.00630555555556,['COMPACT'],COMPACT
3734,13.0,8.0,37.91000000000125,+,43.0,44.0,15.100000000001614,FR0CAT,COMPACT,197.1579583333333,43.73752777777778,['COMPACT'],COMPACT
3742,14.0,5.0,28.320000000008605,+,30.0,46.0,1.9999999999905071,FR0CAT,COMPACT,211.368,30.76722222222222,['COMPACT'],COMPACT
3745,14.0,27.0,24.230000000000302,+,37.0,28.0,16.999999999999886,FR0CAT,COMPACT,216.8509583333333,37.47138888888889,['COMPACT'],COMPACT
3763,15.0,44.0,26.930000000006373,+,47.0,0.0,24.200000000001864,FR0CAT,COMPACT,236.1122083333333,47.00672222222222,['COMPACT'],COMPACT
3764,15.0,44.0,51.2300000000009,+,43.0,30.0,50.60000000000855,FR0CAT,COMPACT,236.2134583333333,43.51405555555556,['COMPACT'],COMPACT
3771,16.0,12.0,38.83999999999929,+,29.0,38.0,36.89999999999543,FR0CAT,COMPACT,243.1618333333333,29.64358333333333,['COMPACT'],COMPACT
3774,16.0,25.0,49.96000000000862,+,40.0,29.0,19.39999999999941,FR0CAT,COMPACT,246.45816666666667,40.48872222222222,['COMPACT'],COMPACT
3777,16.0,49.0,25.86000000001349,+,36.0,3.0,21.299999999980628,FR0CAT,COMPACT,252.35775000000004,36.05591666666666,['COMPACT'],COMPACT
3781,17.0,22.0,15.410000000018726,+,30.0,42.0,39.79999999999279,FR0CAT,COMPACT,260.5642083333334,30.71105555555556,['COMPACT'],COMPACT
4307,10.0,40.0,49.99,+,56.0,15.0,8.1,FRDEEP,FRI,160.20829166666664,56.25225,['FRI'],FRI
4376,16.0,10.0,37.77,+,53.0,24.0,21.0,FRDEEP,FRI,242.657375,53.40583333333333,['FRI'],FRI
4504,8.0,19.0,47.54880000000753,+,52.0,32.0,29.50800000000584,FRGMRC,FRII,124.94812000000002,52.54153,['FRII'],FRII
4517,8.0,31.0,20.330400000011792,+,32.0,18.0,37.0079999999956,FRGMRC,FRII,127.83471000000004,32.31028,['FRII'],FRII
4519,8.0,31.0,59.696880000006445,+,30.0,39.0,30.71159999999992,FRGMRC,FRI,127.998737,30.658531,['FRI'],FRI
4521,8.0,33.0,18.79680000000164,+,51.0,3.0,7.811999999988188,FRGMRC,FRII,128.32832,51.05217,['FRII'],FRII
4531,8.0,47.0,57.00000000001168,+,31.0,48.0,40.50000000000409,FRGMRC,FRI,131.98750000000004,31.81125,"['FRII', 'FRII', 'FRII', 'FRII', 'FRII', 'FRII', 'FRI']",FRII
4552,9.0,7.0,34.80800000000912,+,32.0,57.0,22.539999999999623,FRGMRC,COMPACT,136.89503333333334,32.95626111111111,['COMPACT'],COMPACT
4582,9.0,30.0,3.538000000003194,+,34.0,13.0,25.78000000000145,FRGMRC,COMPACT,142.51474166666665,34.22382777777778,['COMPACT'],COMPACT
4583,9.0,30.0,33.44880000000714,+,36.0,1.0,23.59200000000726,FRGMRC,FRII,142.63937,36.02322,['FRII'],FRII
4584,9.0,30.0,54.26880000000765,+,58.0,55.0,16.608000000010747,FRGMRC,FRII,142.72612,58.92128,['FRII'],FRII
4588,9.0,39.0,38.63200000001456,+,38.0,53.0,58.8900000000092,FRGMRC,COMPACT,144.91096666666672,38.89969166666667,['COMPACT'],COMPACT
4589,9.0,39.0,52.81792800000801,+,35.0,53.0,58.510320000006,FRGMRC,FRII,144.97007470000003,35.8995862,['FRII'],FRII
4610,9.0,52.0,6.13680000000258,+,28.0,28.0,33.20400000001172,FRGMRC,COMPACT,148.02557,28.475890000000003,['COMPACT'],COMPACT
4665,10.0,27.0,3.834000000005773,+,38.0,20.0,13.099200000010567,FRGMRC,FRI,156.765975,38.336972,['FRI'],FRI
4693,10.0,48.0,52.88800000000052,+,48.0,3.0,14.710000000000605,FRGMRC,COMPACT,162.22036666666665,48.05408611111111,['COMPACT'],COMPACT
4706,10.0,57.0,31.199999999997203,+,40.0,56.0,45.99999999998886,FRGMRC,COMPACT,164.37999999999997,40.94611111111111,['COMPACT'],COMPACT
4722,11.0,11.0,13.200000000004197,+,28.0,41.0,47.000000000005,FRGMRC,COMPACT,167.805,28.69638888888889,['COMPACT'],COMPACT
4731,11.0,14.0,38.43120000000994,+,40.0,37.0,20.784000000016363,FRGMRC,FRII,168.66013,40.622440000000005,['FRII'],FRII
4752,11.0,27.0,27.56500000001296,+,40.0,4.0,9.15999999996643,FRGMRC,COMPACT,171.8648541666667,40.0692111111111,['COMPACT'],COMPACT
4764,11.0,36.0,37.10400000000519,+,51.0,0.0,8.199999999999363,FRGMRC,COMPACT,174.1546,51.00227777777778,['COMPACT'],COMPACT
4768,11.0,40.0,49.54080000000971,+,59.0,12.0,25.99199999997268,FRGMRC,COMPACT,175.20642,59.20721999999999,['COMPACT'],COMPACT
4776,11.0,42.0,58.780800000009066,+,48.0,51.0,19.69199999998864,FRGMRC,FRII,175.74492,48.85547,['FRII'],FRII
4778,11.0,43.0,39.62880000000808,+,46.0,21.0,20.70000000000164,FRGMRC,FRII,175.91512,46.35575,['FRII'],FRII
4790,11.0,51.0,9.367920000011908,+,43.0,59.0,19.129200000000992,FRGMRC,FRI,177.78903300000002,43.988647,['FRI'],FRI
4807,11.0,59.0,48.83040000001188,+,58.0,20.0,20.795999999992887,FRGMRC,COMPACT,179.95346000000004,58.33911,['COMPACT'],COMPACT
4814,12.0,4.0,18.460800000008817,+,52.0,2.0,18.81599999998855,FRGMRC,COMPACT,181.07692,52.03856,['COMPACT'],COMPACT
4842,12.0,24.0,21.372000000002203,+,60.0,6.0,40.81000000003826,FRGMRC,COMPACT,186.08905,60.11133611111112,['COMPACT'],COMPACT
4867,12.0,50.0,15.491496000009164,+,33.0,23.0,19.989960000002043,FRGMRC,FRII,192.5645479,33.3888861,['FRII'],FRII
4882,13.0,0.0,32.87040000000303,+,40.0,9.0,9.2160000000041,FRGMRC,FRII,195.13696,40.15256,['FRII'],FRII
4913,13.0,30.0,42.51000000000431,+,32.0,32.0,49.37999999999533,FRGMRC,COMPACT,202.677125,32.54705,['COMPACT'],COMPACT
4921,13.0,41.0,59.722000000004414,+,29.0,46.0,53.57999999999748,FRGMRC,COMPACT,205.49884166666664,29.78155,['COMPACT'],COMPACT
4926,13.0,45.0,26.380800000004,+,49.0,46.0,32.700000000007776,FRGMRC,FRII,206.35992,49.77575,['FRII'],FRII
4928,13.0,50.0,36.01258000000627,+,33.0,42.0,17.61539999996728,FRGMRC,COMPACT,207.65005241666668,33.70489316666666,['COMPACT'],COMPACT
5084,14.0,33.0,12.923999999999296,+,52.0,57.0,47.07000000001244,FRGMRC,COMPACT,218.30385,52.963075,['COMPACT'],COMPACT
5228,15.0,23.0,49.36080000001695,+,32.0,13.0,50.591999999992936,FRGMRC,COMPACT,230.95567000000003,32.23072,['COMPACT'],COMPACT
5243,15.0,30.0,4.692000000009955,+,29.0,0.0,9.2879999999937,FRGMRC,FRII,232.51955,29.00258,['FRII'],FRII
5250,15.0,32.0,15.31896000001069,+,43.0,38.0,44.50919999999428,FRGMRC,FRI,233.06382900000003,43.645697,['FRI'],FRI
5294,15.0,49.0,58.543200000009534,+,62.0,41.0,20.904000000006704,FRGMRC,FRII,237.49393,62.68914,['FRII'],FRII
5354,16.0,28.0,53.29920000001323,+,44.0,19.0,5.195999999990022,FRGMRC,FRII,247.22208000000003,44.31811,['FRII'],FRII
5357,16.0,29.0,44.85400000000709,+,40.0,48.0,42.15999999999099,FRGMRC,COMPACT,247.43689166666667,40.81171111111111,['COMPACT'],COMPACT
5366,16.0,53.0,52.24080000001664,+,39.0,45.0,36.61200000000804,FRGMRC,COMPACT,253.46767000000003,39.76017,['COMPACT'],COMPACT
5388,17.0,23.0,20.851200000009555,+,34.0,17.0,57.300000000002456,FRGMRC,FRII,260.83688,34.29925,['FRII'],FRII
5413,7.0,30.0,14.370000000003811,+,39.0,32.0,0.3999999999894044,FRICAT,FRI,112.559875,39.53344444444444,['FRI'],FRI
5415,7.0,37.0,19.180000000004043,+,29.0,29.0,32.00000000000841,FRICAT,FRI,114.32991666666668,29.492222222222225,['FRI'],FRI
5417,7.0,43.0,51.25000000000284,+,28.0,21.0,28.000000000009493,FRICAT,FRI,115.96354166666669,28.35777777777778,['FRI'],FRI
5420,8.0,1.0,13.280000000000456,+,34.0,40.0,30.79999999998222,FRICAT,FRI,120.30533333333332,34.67522222222222,['FRI'],FRI
5425,8.0,16.0,14.270000000001346,+,42.0,56.0,57.59999999998172,FRICAT,FRI,124.05945833333332,42.94933333333333,['FRI'],FRI
5429,8.0,20.0,28.0900000000031,+,48.0,53.0,47.29999999999961,FRICAT,FRI,125.11704166666668,48.89647222222222,['FRI'],FRI
5430,8.0,26.0,3.809999999999434,+,47.0,19.0,10.300000000004276,FRICAT,FRI,126.51587499999998,47.31952777777778,['FRI'],FRI
5431,8.0,27.0,29.729999999999563,+,53.0,7.0,33.3999999999935,FRICAT,FRI,126.87387499999998,53.12594444444444,['FRI'],FRI
5443,9.0,5.0,43.54000000001079,+,40.0,17.0,4.799999999999045,FRICAT,FRI,136.4314166666667,40.284666666666666,['FRI'],FRI
5448,9.0,33.0,5.27000000000271,+,29.0,10.0,15.100000000002469,FRICAT,FRI,143.27195833333332,29.170861111111112,['FRI'],FRI
5450,9.0,43.0,32.989999999999924,+,33.0,41.0,58.299999999987904,FRICAT,FRI,145.8874583333333,33.699527777777774,['FRI'],FRI
5453,10.0,4.0,51.82999999999737,+,54.0,34.0,4.300000000009732,FRICAT,FRI,151.2159583333333,54.56786111111112,['FRI'],FRI
5455,10.0,8.0,4.130000000005367,+,50.0,26.0,42.799999999993474,FRICAT,FRI,152.01720833333334,50.44522222222222,['FRI'],FRI
5457,10.0,15.0,45.46000000000845,+,31.0,15.0,0.1999999999981128,FRICAT,FRI,153.9394166666667,31.250055555555555,['FRI'],FRI
5460,10.0,23.0,14.23999999999566,+,48.0,31.0,21.99999999999364,FRICAT,FRI,155.80933333333329,48.522777777777776,['FRI'],FRI
5461,10.0,26.0,3.830000000004361,+,39.0,5.0,24.00000000001228,FRICAT,FRI,156.51595833333334,39.09,['FRI'],FRI
5463,10.0,30.0,36.14999999999782,+,35.0,54.0,59.79999999999336,FRICAT,FRI,157.65062499999996,35.91661111111111,['FRI'],FRI
5465,10.0,32.0,58.880000000001615,+,56.0,44.0,53.200000000013006,FRICAT,FRI,158.24533333333332,56.74811111111112,['FRI'],FRI
5466,10.0,38.0,27.009999999995387,+,41.0,48.0,52.89999999998941,FRICAT,FRI,159.61254166666663,41.81469444444444,['FRI'],FRI
5477,10.0,53.0,48.930000000004696,+,40.0,23.0,45.89999999998725,FRICAT,FRI,163.453875,40.39608333333333,['FRI'],FRI
5483,11.0,10.0,37.32999999999862,+,54.0,11.0,35.69999999999652,FRICAT,FRI,167.65554166666664,54.19325,['FRI'],FRI
5489,11.0,24.0,3.1900000000005946,+,47.0,58.0,14.900000000006912,FRICAT,FRI,171.01329166666665,47.97080555555556,['FRI'],FRI
5491,11.0,26.0,3.5900000000027887,+,54.0,53.0,29.09999999999229,FRICAT,FRI,171.5149583333333,54.891416666666665,['FRI'],FRI
5493,11.0,33.0,59.2300000000013,+,49.0,3.0,43.39999999998952,FRICAT,FRI,173.49679166666664,49.06205555555555,['FRI'],FRI
5494,11.0,42.0,10.720000000003722,+,55.0,27.0,29.6000000000123,FRICAT,FRI,175.54466666666667,55.45822222222223,['FRI'],FRI
5498,11.0,53.0,23.89000000000692,+,30.0,59.0,4.800000000009277,FRICAT,FRI,178.34954166666668,30.98466666666667,['FRI'],FRI
5501,11.0,58.0,16.369999999998157,+,34.0,6.0,5.900000000013392,FRICAT,FRI,179.5682083333333,34.10163888888889,['FRI'],FRI
5532,13.0,15.0,31.06999999999971,+,52.0,54.0,37.299999999988245,FRICAT,FRI,198.8794583333333,52.91036111111111,['FRI'],FRI
5536,13.0,27.0,36.13000000000312,+,27.0,8.0,16.799999999993247,FRICAT,FRI,201.90054166666667,27.138,['FRI'],FRI
5537,13.0,30.0,38.01000000000201,+,39.0,8.0,15.400000000006456,FRICAT,FRI,202.658375,39.13761111111111,['FRI'],FRI
5539,13.0,47.0,45.18999999999906,+,50.0,32.0,3.499999999998522,FRICAT,FRI,206.93829166666663,50.53430555555556,['FRI'],FRI
5542,13.0,55.0,11.340000000003414,+,24.0,24.0,15.60000000000116,FRICAT,FRI,208.79725,24.404333333333334,['FRI'],FRI
5543,13.0,55.0,53.62999999999829,+,26.0,22.0,17.899999999999068,FRICAT,FRI,208.9734583333333,26.37163888888889,['FRI'],FRI
5544,13.0,56.0,55.28000000000489,+,27.0,11.0,20.20000000000209,FRICAT,FRI,209.23033333333333,27.188944444444445,['FRI'],FRI
5548,14.0,12.0,43.82999999999441,+,49.0,52.0,6.50000000000432,FRICAT,FRI,213.182625,49.86847222222222,['FRI'],FRI
5551,14.0,22.0,6.789999999999026,+,36.0,14.0,34.80000000000757,FRICAT,FRI,215.52829166666663,36.243,['FRI'],FRI
5555,14.0,26.0,49.22999999999803,+,62.0,10.0,5.89999999999975,FRICAT,FRI,216.70512499999995,62.16830555555556,['FRI'],FRI
5556,14.0,28.0,32.59999999999977,+,42.0,40.0,20.99999999999796,FRICAT,FRI,217.1358333333333,42.6725,['FRI'],FRI
5557,14.0,31.0,47.54000000001227,+,60.0,51.0,9.399999999993156,FRICAT,FRI,217.94808333333336,60.85261111111111,['FRI'],FRI
5561,14.0,52.0,15.45999999999907,+,50.0,22.0,25.100000000007867,FRICAT,FRI,223.06441666666663,50.37363888888889,['FRI'],FRI
5569,15.0,17.0,44.95999999999995,+,31.0,0.0,15.800000000004388,FRICAT,FRI,229.4373333333333,31.00438888888889,['FRI'],FRI
5571,15.0,20.0,45.04000000000303,+,48.0,39.0,22.899999999996226,FRICAT,FRI,230.18766666666664,48.65636111111111,['FRI'],FRI
5575,15.0,23.0,26.910000000002725,+,28.0,37.0,32.50000000000199,FRICAT,FRI,230.862125,28.625694444444445,['FRI'],FRI
5576,15.0,25.0,0.8300000000041052,+,33.0,23.0,59.79999999999677,FRICAT,FRI,231.25345833333333,33.39994444444444,['FRI'],FRI
5577,15.0,25.0,22.330000000005867,+,31.0,40.0,37.09999999999951,FRICAT,FRI,231.34304166666664,31.676972222222226,['FRI'],FRI
5590,15.0,57.0,21.38000000000161,+,54.0,40.0,15.899999999982128,FRICAT,FRI,239.3390833333333,54.67108333333333,['FRI'],FRI
5594,16.0,12.0,42.68999999999494,+,29.0,54.0,4.699999999988904,FRICAT,FRI,243.177875,29.901305555555552,['FRI'],FRI
5603,16.0,54.0,25.529999999998267,+,41.0,41.0,21.199999999992656,FRICAT,FRI,253.606375,41.68922222222222,['FRI'],FRI
5605,16.0,55.0,0.1900000000063073,+,39.0,8.0,47.89999999999395,FRICAT,FRI,253.75079166666663,39.14663888888889,['FRI'],FRI
5607,17.0,0.0,11.220000000001562,+,32.0,35.0,14.700000000010505,FRICAT,FRI,255.04675,32.58741666666667,['FRI'],FRI
5620,9.0,21.0,22.11000000000368,+,54.0,51.0,53.89999999999532,FRICAT,FRI,140.342125,54.86497222222222,['FRI'],FRI
5621,9.0,21.0,51.480000000000246,+,33.0,24.0,6.499999999997499,FRICAT,FRI,140.4645,33.401805555555555,['FRI'],FRI
5623,10.0,16.0,23.01000000000585,+,60.0,14.0,5.600000000001728,FRICAT,FRI,154.095875,60.23488888888889,['FRI'],FRI
5624,10.0,47.0,40.48000000000897,+,38.0,55.0,53.599999999997294,FRICAT,FRI,161.9186666666667,38.93155555555556,['FRI'],FRI
5626,13.0,24.0,51.44000000000574,+,36.0,22.0,42.69999999999527,FRICAT,FRI,201.2143333333333,36.37852777777778,['FRI'],FRI
5639,7.0,52.0,21.830000000005043,+,33.0,33.0,48.90000000000157,FRIICAT,FRII,118.09095833333336,33.563583333333334,['FRII'],FRII
5645,8.0,13.0,43.61000000000075,+,52.0,57.0,38.20000000000789,FRIICAT,FRII,123.43170833333332,52.96061111111111,['FRII'],FRII
5646,8.0,15.0,12.33000000000004,+,38.0,40.0,45.39999999999793,FRIICAT,FRII,123.80137499999998,38.67927777777778,['FRII'],FRII
5650,8.0,31.0,12.150000000003445,+,43.0,41.0,58.39999999999975,FRIICAT,FRII,127.800625,43.69955555555556,['FRII'],FRII
5651,8.0,45.0,29.0399999999984,+,42.0,19.0,52.90000000001157,FRIICAT,FRII,131.37099999999998,42.33136111111112,['FRII'],FRII
5653,9.0,1.0,50.3200000000065,+,55.0,55.0,27.39999999998872,FRIICAT,FRII,135.45966666666666,55.924277777777775,['FRII'],FRII
5655,9.0,12.0,25.07999999999868,+,53.0,41.0,39.09999999999002,FRIICAT,FRI,138.10449999999997,53.69419444444444,"['FRII', 'FRII', 'FRII', 'FRI']",FRII
5657,9.0,19.0,48.4500000000024,+,57.0,50.0,55.90000000000544,FRIICAT,FRII,139.951875,57.84886111111111,['FRII'],FRII
5661,9.0,41.0,24.020000000003137,+,39.0,44.0,41.79999999999268,FRIICAT,FRII,145.35008333333332,39.74494444444444,['FRII'],FRII
5672,10.0,36.0,2.9400000000067905,+,52.0,59.0,36.100000000008095,FRIICAT,FRII,159.01225000000002,52.99336111111111,['FRII'],FRII
5675,10.0,47.0,42.82999999999959,+,43.0,46.0,52.69999999999811,FRIICAT,FRI,161.9284583333333,43.78130555555556,"['FRII', 'FRII', 'FRI']",FRII
5684,11.0,13.0,17.910000000000252,+,41.0,24.0,29.299999999986994,FRIICAT,FRI,168.32462499999997,41.408138888888885,"['FRII', 'FRII', 'FRII', 'FRI']",FRII
5685,11.0,21.0,26.43999999999608,+,53.0,44.0,56.69999999999277,FRIICAT,FRII,170.36016666666663,53.74908333333333,['FRII'],FRII
5686,11.0,31.0,33.57000000000468,+,60.0,47.0,27.8999999999985,FRIICAT,FRII,172.889875,60.79108333333333,['FRII'],FRII
5688,11.0,44.0,27.190000000000083,+,37.0,8.0,31.800000000005184,FRIICAT,FRII,176.11329166666664,37.14216666666667,['FRII'],FRII
5692,11.0,49.0,48.11000000000817,+,43.0,54.0,12.600000000003888,FRIICAT,FRI,177.45045833333336,43.9035,"['FRII', 'FRII', 'FRI']",FRII
5695,11.0,58.0,12.960000000008591,+,30.0,6.0,25.90000000000373,FRIICAT,FRII,179.554,30.107194444444445,['FRII'],FRII
5697,12.0,7.0,32.92000000000314,+,33.0,52.0,40.09999999999423,FRIICAT,FRII,181.88716666666664,33.877805555555554,['FRII'],FRII
5698,12.0,20.0,52.450000000006014,+,31.0,33.0,8.400000000000034,FRIICAT,FRII,185.21854166666668,31.552333333333333,['FRII'],FRII
5700,12.0,40.0,21.97999999999638,+,46.0,56.0,36.29999999999086,FRIICAT,FRII,190.0915833333333,46.94341666666666,['FRII'],FRII
5702,12.0,53.0,3.169999999999078,+,45.0,0.0,44.80000000001212,FRIICAT,FRI,193.2632083333333,45.01244444444445,"['FRII', 'FRII', 'FRII', 'FRI']",FRII
5704,13.0,19.0,4.160000000007216,+,29.0,38.0,34.800000000002456,FRIICAT,FRI,199.7673333333333,29.643,"['FRI', 'FRII', 'FRII', 'FRI']",FRII
5706,13.0,28.0,48.45000000000368,+,27.0,52.0,27.80000000000797,FRIICAT,FRII,202.201875,27.87438888888889,['FRII'],FRII
